,federal_district,federal_district_short,region_code,region_name,okato,id,name,name_short,year,e1,e2,e3,e4,e5,e6,e8,ege_budg,wos,scopus,rsci,rnd,total_income,square,phd_share,pps,rnd_private,pk
2090,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1766,Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет «Высшая школа экономики»,"Национальный исследовательский университет «Высшая школа экономики»,  Высшая школа экономики, НИУ ВШЭ, ВШЭ",2017,85.44,1189.38,8.85,7208.84,237.09,75.0,4.56,95.11,669.6031999999999,1217.6304,2848.4856,2676581.5,16222774.8,222071,65.62,1336,929388.4,24354.65
2095,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1767,Федеральное государственное образовательное бюджетное учреждение высшего образования «Финансовый университет при Правительстве Российской Федерации»,"Финансовый университет, Финуниверситет",2017,74.9,228.61,7.6,5009.18,187.02,80.0,4.89,84.26,497.714,231.1764,12468.6044,264754.7,5801133.6,184375,80.98,1022,72122.54,12589.1
2100,Южный федеральный округ,ЮФО,23,Краснодарский край,3000000000,1768,Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный морской университет имени адмирала Ф.Ф. Ушакова»,ФГБОУ ВО «ГМУ им. адм. Ф.Ф. Ушакова»,2017,66.04,215.54,2.15,7249.7,238.52,45.0,41.61,70.78,16.9295,7.693,664.4155000000001,34335.8,1154877.6,82605,76.25,245,50151.5,3124.7
2101,Северо-западный федеральный округ,СЗФО,78,г. Санкт-Петербург,40000000000,1770,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский университет Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»",ФГБОУ ВО Санкт-Петербургский университет ГПС МЧС России,2013,57.22,136.75,7.63,5636.95,55.24,99.721,10.26,55.1,0.7644000000000001,0.7644000000000001,220.0653,49367.6,2034932.172,136341,67.24,273,0.0,2468.2
2106,Северо-западный федеральный округ,СЗФО,78,г. Санкт-Петербург,40000000000,1771,Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный университет»,"Санкт-Петербургский государственный университет, Санкт-Петербургский  университет,  СПбГУ",2017,84.57,465.42,10.53,2919.54,160.72,70.0,16.13,88.08,2945.2728,3535.6299000000004,6682.413300000001,1972319.1,12372126.2,509672,77.34,3831,107689.41,18360.7
2111,Центральный федеральный округ,ЦФО,32,Брянская область,15000000000,1772,Федеральное государственное бюджетное образовательное учреждение высшего образования «Брянский государственный аграрный университет»,ФГБОУ ВО Брянский  ГАУ,2017,54.8,237.02,15.89,2461.02,209.79,65.0,68.74,54.91,6.1334,11.2476,718.7908,42189.9,438062.3,58412,85.26,182,41195.7,1877.45
2112,Уральский федеральный округ,УФО,66,Свердловская область,65000000000,1773,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский институт Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»",ФГБОУ ВО Уральский институт ГПС МЧС России,2013,48.2,71.17,0.0,4291.63,24.83,100.0,75.76,0.0,1.6352000000000002,1.6352000000000002,31.9448,12686.7,764976.1,39284,39.62,146,40.88,1582.0
2117,Уральский федеральный округ,УФО,74,Челябинская область,75000000000,1774,Федеральное государственное бюджетное образовательное учреждение высшего образования «Челябинский государственный институт культуры»,Челябинский государственный институт культуры,2017,71.35,102.23,10.51,1651.21,154.92,70.0,75.66,68.31,7.0336,3.0016000000000003,144.61440000000002,18821.0,368301.3,17783,50.64,224,18901.12,1304.5
2122,Приволжский федеральный округ,ПФО,59,Пермский край,57000000000,1775,Федеральное государственное бюджетное образовательное учреждение высшего образования «Чайковский государственный институт физической культуры»,ФГБОУ ВО «ЧГИФК»,2017,67.0,7.18,0.0,6070.41,209.31,75.0,5.33,58.58,0.0,3.5682,39.2787,458.3,387595.6,22228,54.58,57,19.380000000000003,514.1
2127,Приволжский федеральный округ,ПФО,59,Пермский край,57000000000,1776,Федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский государственный институт культуры»,Пермский государственный институт культуры,2017,69.33,87.29,1.68,1564.62,144.97,80.0,59.1,67.47,8.9376,12.5104,142.0608,9612.4,196125.5,9786,40.01,112,3328.64,777.7
2132,Приволжский федеральный округ,ПФО,52,Нижегородская область,22000000000,1778,Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижегородская государственная сельскохозяйственная академия»,ФГБОУ ВО Нижегородская ГСХА,2017,56.89,209.47,6.94,2223.76,148.32,70.0,75.39,57.07,14.4581,11.7523,574.0697,37768.0,400943.6,39018,79.25,163,19634.98,2383.3
2137,Дальневосточный федеральный округ,ДВФО,27,Хабаровский край,8000000000,1779,Федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточная государственная академия физической культуры»,ФГБОУ ВПО «ДВГАФК»,2017,68.42,74.85,1.67,2854.31,186.5,60.0,8.11,53.34,9.592,19.184,50.3635,5150.0,196376.2,13557,58.36,55,3542.55,510.4
2142,Сибирский федеральный округ,СФО,24,Красноярский край,4000000000,1780,Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный институт искусств имени Дмитрия Хворостовского»,Сибирский государственный институт искусств имени Дмитрия Хворостовского,2017,78.89,340.77,1.1,2221.61,150.6,85.0,63.09,67.26,7.488,4.68,207.792,19796.8,277701.3,20233,15.98,117,859.9499999999999,555.3
2147,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1781,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный университет правосудия»,ФГБОУВО «РГУП»,2017,69.11,245.38,0.52,3110.07,192.46,65.0,6.36,85.48,49.486,17.6833,1108.668,78777.9,998489.5,53300,81.94,227,32658.49,2033.3
2152,Южный федеральный округ,ЮФО,23,Краснодарский край,3000000000,1782,Федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный аграрный университет имени И.Т. Трубилина»,ФГБОУ ВО Кубанский ГАУ,2017,65.02,167.19,3.72,1781.05,184.19,70.0,4.51,65.63,31.906,67.42399999999999,9518.48,157790.6,1680954.8,167937,79.55,860,134211.6,10835.1
2157,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1783,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»,"Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации, Академия при Президенте Российской Федерации, РАНХиГС, ФГБОУ ВО «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»",2017,69.72,1156.94,4.28,8608.09,213.13,70.0,3.94,91.4,192.136,233.1182,6153.462,1759703.3,13092898.1,192333,60.02,1022,68259.38,14753.8
2162,Уральский федеральный округ,УФО,86,Ханты-Мансийский автономный округ - Югра,71100000000,1784,Федеральное государственное бюджетное образовательное учреждение высшего образования «Нижневартовский государственный университет»,ФГБОУ ВО «НВГУ»,2017,56.02,157.27,1.77,3621.65,182.8,75.0,3.02,57.49,13.76,21.6204,715.52,27523.1,633788.2,29031,77.55,172,22425.36,2559.1
2167,Северо-западный федеральный округ,СЗФО,78,г. Санкт-Петербург,40000000000,1785,Федеральное государственное бюджетное учреждение высшего образования и науки «Санкт-Петербургский национальный исследовательский Академический университет Российской академии наук»,"СПбАУ РАН, Академический университет",2017,96.98,311.66,1.71,3182.59,186.75,,23.02,96.98,19.1216,37.8473,16.1357,57891.1,591166.8,24447,66.27,37,6956.740000000001,293.0
2172,Центральный федеральный округ,ЦФО,46,Курская область,38000000000,1786,Федеральное государственное бюджетное образовательное учреждение высшего образования «Курский государственный медицинский университет» Министерства здравоохранения Российской Федерации,ФГБОУ ВО КГМУ Минздрава  России,2017,71.38,78.17,37.21,2073.13,211.57,90.0,58.84,79.24,90.8704,55.7136,1620.5416,46709.3,1238696.7,94999,75.98,584,27728.32,6785.6
2177,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1787,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный университет физической культуры, спорта, молодежи и туризма (ГЦОЛИФК)»",РГУФКСМиТ,2017,69.88,159.24,5.88,19777.22,184.27,75.0,13.15,62.26,5.9913,63.9706,1374.3535000000002,50503.4,6272346.3,122427,52.38,317,29905.78,3679.1
2182,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1788,Федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная академия ветеринарной медицины и биотехнологии – МВА имени К.И. Скрябина»,ФГБОУ ВО МГАВМиБ - МВА имени К.И. Скрябина,2017,69.83,291.74,5.95,3382.07,145.96,75.0,68.95,77.02,119.313,35.343,839.6190000000001,71301.6,826577.6,56421,80.23,270,74706.3,2694.9
2187,Северо-западный федеральный округ,СЗФО,78,г. Санкт-Петербург,40000000000,1789,Федеральное государственное бюджетное образовательное учреждение высшего образования «Академия Русского балета имени А.Я. Вагановой»,Академия Русского балета имени А.Я.Вагановой,2017,81.39,1562.85,7.15,7805.85,185.58,65.0,56.55,72.3,5.448,0.78,72.37200000000001,4330.4,401220.8,18113,59.68,40,3370.0,307.75
2192,Центральный федеральный округ,ЦФО,67,Смоленская область,66000000000,1790,Федеральное государственное бюджетное образовательное учреждение высшего образования «Смоленская государственная сельскохозяйственная академия»,ФГБОУ ВО Смоленская ГСХА,2017,55.2,124.62,2.27,2239.43,182.09,70.0,84.46,55.93,14.5499,1.3197,431.2016,7820.0,140524.5,18365,79.63,83,0.0,780.5
2197,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1791,Федеральное государственное бюджетное образовательное учреждение высшего образования «Школа-студия (институт) имени Вл.И.Немировича-Данченко при Московском Художественном академическом театре имени А.П.Чехова»,Школа-студия МХАТ,2017,79.35,879.6,3.64,4714.0,201.26,85.0,34.93,74.91,2.4388,2.4388,80.47,3515.0,201052.3,4950,15.03,52,2476.24,247.0
2202,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1792,Федеральное государственное автономное образовательное учреждение высшего образования Первый Московский государственный медицинский университет имени И.М. Сеченова Министерства здравоохранения Российской Федерации (Сеченовский Университет),ФГАОУ ВО Первый МГМУ им. И.М. Сеченова Минздрава России (Сеченовский Университет),2017,80.69,843.34,11.89,7271.91,182.27,65.0,64.42,87.7,460.2720000000001,862.9240000000001,4317.372,1711140.2,14754706.0,345627,73.2,1720,695585.2000000001,15357.3
2206,Сибирский федеральный округ,СФО,24,Красноярский край,4000000000,1793,Федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный художественный институт»,Красноярский государстсвенный художественный институт,2016,75.78,411.13,1.95,1724.88,141.18,70.0,82.02,68.45,3.7976,2.8482,32.2843,9850.8,85381.4,6153,9.41,47,588.91,256.8
2211,Южный федеральный округ,ЮФО,61,Ростовская область,60000000000,1794,Федеральное государственное бюджетное образовательное учреждение высшего образования «Ростовская государственная консерватория им. С.В.Рахманинова»,Ростовская государственная консерватория им. С.В.Рахманинова,2017,73.63,120.86,9.42,1618.32,144.18,80.0,87.32,69.07,0.7938000000000001,11.1426,175.87080000000003,14883.3,199296.4,7188,31.32,98,2994.88,596.4
2216,Дальневосточный федеральный округ,ДВФО,14,Республика Саха (Якутия),98000000000,1795,Федеральное государственное бюджетное образовательное учреждение высшего образования «Чурапчинский государственный институт физической культуры и спорта»,"""ФГБОУ ВО ЧГИФКиС""",2017,68.84,86.41,0.26,3675.86,181.55,75.0,5.36,68.84,9.000499999999999,9.000499999999999,433.0016,4061.4,172765.6,8044,59.04,47,3614.77,384.2
2221,Приволжский федеральный округ,ПФО,59,Пермский край,57000000000,1796,Федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский государственный медицинский университет имени академика Е.А. Вагнера» Министерства здравоохранения Российской Федерации,ФГБОУ ВО ПГМУ им. академика Е.А. Вагнера Минздрава России,2017,71.32,55.24,7.36,2127.47,177.44,90.0,66.54,75.36,22.6944,106.1436,362.20420000000007,26860.8,1034480.6,80029,88.67,394,17564.52,3505.0
2226,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1798,Федеральное государственное бюджетное образовательное учреждение высшего образования «Дипломатическая академия Министерства иностранных дел Российской Федерации»,"ФГБОУ ВО «Дипломатическая академия МИД России», Дипломатическая академия МИД России, ДА МИД России",2017,83.26,49.21,17.44,3129.05,134.21,55.0,5.89,91.36,14.8256,11.8572,757.762,8169.2,519422.7,13309,57.73,164,390.32,1099.5
2227,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1799,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Академия Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»",Академия ГПС МЧС России,2013,0.0,0.0,6.93,3074.87,19.77,100.0,54.36,0.0,0.0,0.0,78.3495,0.0,1286222.345,36741,49.9,345,18550.65,1858.3
2232,Дальневосточный федеральный округ,ДВФО,25,Приморский край,5000000000,1800,Федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточный государственный институт искусств»,Дальневосточный государственный институт искусств,2017,77.55,135.18,9.59,2235.88,161.35,85.0,69.94,75.06,0.0,0.0,49.4754,6375.0,165679.0,8166,17.11,78,691.8599999999999,325.2
2233,Центральный федеральный округ,ЦФО,50,Московская область,46000000000,1801,"Федеральное государственное бюджетное военное образовательное учреждение высшего образования «Академия гражданской защиты Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»",ФГБВОУ ВО «Академия гражданской защиты МЧС России»,2013,64.31,108.03,10.0,3743.41,67.82,100.0,33.33,63.94,0.0,0.0,35.7189,29142.4,1009789.9,81845,64.37,219,0.0,1206.8
2234,Центральный федеральный округ,ЦФО,36,Воронежская область,20000000000,1802,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Воронежский институт Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»",ФГБОУ ВО Воронежский институт ГПС МЧС России,2013,54.8,30.8,0.0,3776.19,14.2,100.0,67.09,57.5,16.366,22.722,157.276,4743.6,581533.355,16110,57.97,140,0.0,1134.5
2237,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1803,Федеральное бюджетное образовательное учреждение высшего профессионального образования «Московская государственная академия водного транспорта»,ФБОУ ВПО «МГАВТ»,2015,53.45,20.26,2.09,3497.1,127.36,,3.94,52.66,2.2577000000000003,2.2577000000000003,64.355,3787.1,653608.0,47858,48.75,211,3798.0,1406.7
2242,Центральный федеральный округ,ЦФО,67,Смоленская область,66000000000,1804,Федеральное государственное бюджетное образовательное учреждение высшего образования «Смоленский государственный медицинский университет» Министерства здравоохранения Российской Федерации,ФГБОУ ВО СГМУ Минздрава России,2017,65.33,79.43,25.01,1399.18,188.38,85.0,70.02,73.34,35.0805,35.945,362.13450000000006,42218.0,743663.1,88844,72.33,455,18736.9,4152.2
2247,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1806,Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный академический художественный институт имени В.И. Сурикова при Российской академии художеств»,МГАХИ им. В.И. Сурикова,2017,77.62,38.51,8.1,2800.97,120.85,45.0,37.78,78.34,0.0,0.0,30.3138,3898.9,283598.0,16469,15.52,99,3812.49,744.4
2252,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1807,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Российская академия живописи, ваяния и зодчества Ильи Глазунова»","Российская академия живописи, ваяния и зодчества Ильи Глазунова; РАЖВиЗ Ильи Глазунова",2017,73.28,115.79,0.27,2882.6,182.08,50.0,20.2,66.51,3.1598,2.3668,36.3255,8944.9,222681.0,13498,25.27,61,0.0,372.0
2257,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1810,Федеральное государственное бюджетное образовательное учреждение высшего образования «Всероссийская академия внешней торговли Министерства экономического развития Российской Федерации»,ВАВТ Минэкономразвития России,2017,77.16,547.89,2.79,2084.54,135.88,80.0,5.19,88.41,2.7541999999999995,6.6511000000000005,521.5107,290271.4,1104390.6,17152,44.68,293,32461.47,2448.8
2262,Северо-западный федеральный округ,СЗФО,78,г. Санкт-Петербург,40000000000,1812,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный академический институт живописи, скульптуры и архитектуры имени И.Е. Репина при Российской академии художеств»",Институт имени И.Е.Репина,2017,73.73,0.0,23.11,3335.26,158.77,,24.41,75.75,5.72,3.8181,74.36,0.0,500289.5,18016,27.25,143,0.0,1178.4
2263,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1823,Автономная некоммерческая организация высшего профессионального образования «Московский гуманитарный институт»,АНО ВПО «МГИ»,2013,0.0,158.22,3.41,2046.79,16.41,58.333,1.26,0.0,0.0,0.0,10.4,3560.0,45379.603500000005,3645,82.89,26,4113.72,182.05
2264,Северо-западный федеральный округ,СЗФО,78,г. Санкт-Петербург,40000000000,1824,Автономная некоммерческая организация высшего образования «Международный банковский институт имени Анатолия Собчака»,АНО ВО «МБИ имени Анатолия Собчака»,2013,67.0,113.24,3.23,2353.94,0.0,99.16,1.86,0.0,0.0,0.0,34.4487,10078.8,201885.555,7783,52.7,73,8266.52,763.85
2265,Центральный федеральный округ,ЦФО,50,Московская область,46000000000,1827,Автономная некоммерческая организация высшего образования «Московский областной гуманитарный институт»,АНО ВО «МОГИ»,2013,52.5,107.69,2.13,1900.94,12.67,0.0,1.5,0.0,0.924,0.0,16.6152,2800.0,49424.6455,2912,84.88,24,2307.6000000000004,229.85
2266,Центральный федеральный округ,ЦФО,50,Московская область,46000000000,1845,Автономная некоммерческая образовательная организация высшего образования Центросоюза Российской Федерации «Российский университет кооперации»,Российский университет кооперации,2013,57.76,101.95,3.29,1607.32,11.21,97.721,4.88,0.0,1.79,0.895,429.421,20441.0,322206.55,29940,64.36,179,16641.63,1086.7
2267,Центральный федеральный округ,ЦФО,36,Воронежская область,20000000000,1867,"Автономная образовательная некоммерческая организация высшего профессионального образования «Институт менеджмента, маркетинга и финансов»","АОНО ВПО «Институт менеджмента, маркетинга и финансов «",2013,0.0,56.7,1.16,4043.65,54.45,97.5,1.28,0.0,0.0,0.0,58.22730000000001,1630.0,116255.614,10312,76.15,31,1110.73,189.4
2268,Приволжский федеральный округ,ПФО,59,Пермский край,57000000000,1889,Автономная некоммерческая организация высшего профессионального образования «ПЕРМСКИЙ ИНСТИТУТ ЭКОНОМИКИ И ФИНАНСОВ»,АНО ВПО «ПИЭФ»,2013,60.89,61.18,1.38,2202.42,13.38,100.0,1.06,0.0,3.7903,12.1307,51.5562,2340.0,84240.16799999999,6414,49.1,29,1774.22,479.4
2269,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1909,Автономная некоммерческая организация высшего образования «Институт экономики и антикризисного управления»,ИЭАУ,2013,56.07,101.12,9.23,2012.42,40.79,100.0,3.69,0.0,0.0,0.0,16.343799999999998,2351.1,46789.389,6493,70.0,19,1308.34,130.05
2270,Северо-Кавказский федеральный округ,СКФО,5,Республика Дагестан,82000000000,1941,Негосударственное образовательное учреждение высшего профессионального образования «Дербентский гуманитарный институт»,НОУ ВПО «Дербентский гуманитарный институт»,2013,65.0,47.31,54.55,225.03,15.14,100.0,4.04,0.0,23.6988,29.9367,61.1175,1100.0,5231.534,3465,71.67,29,1371.99,177.1
2271,Дальневосточный федеральный округ,ДВФО,25,Приморский край,5000000000,1942,Негосударственное образовательное учреждение высшего профессионального образования «Институт технологии и бизнеса»,НОУ ВПО «ИТиБ»,2013,50.54,50.9,0.1,776.24,29.95,90.385,8.1,0.0,2.408,0.0,4.816,2219.2,33843.375,8265,57.14,35,0.0,202.05
2272,Приволжский федеральный округ,ПФО,63,Самарская область,36000000000,1965,"Автономная некоммерческая организация «Высшее учебное заведение «Институт менеджмента, маркетинга и права»","АНО  «ВУЗ «Институт менеджмента, маркетинга и права»",2013,0.0,214.77,0.0,932.62,27.4,0.0,7.53,0.0,0.0,0.0,0.0,1600.0,6947.994000000001,1242,92.86,6,1288.62,7.300000000000001
2273,Центральный федеральный округ,ЦФО,46,Курская область,38000000000,1966,Автономная некоммерческая образовательная организация высшего профессионального образования «Индустриальный институт»,Автономная некоммерческая  организация  «Индустриальный институт»,2013,53.92,246.45,0.82,1147.2,15.38,100.0,1.81,0.0,0.0,0.0,23.886800000000004,2600.0,12102.948,3028,30.0,14,3450.3,85.8
2275,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,1985,Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Российская школа частного права (институт)»,"Российская школа частного права (институт), РШЧП",2014,0.0,0.0,0.0,1305943.43,64.5,0.0,34.52,0.0,0.0,0.0,65.051,0.0,32584600.0,1242,87.88,35,0.0,63.0
2276,Приволжский федеральный округ,ПФО,64,Саратовская область,63000000000,1999,Автономная некоммерческая организация высшего профессионального образования «Балаковский институт бизнеса и управления»,АНО ВПО БИБиУ,2013,0.0,125.65,0.76,743.27,35.61,0.0,3.56,0.0,0.0,0.0,6.8184000000000005,829.3,4905.648,470,38.46,9,0.0,13.2
2281,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,2151,Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский государственный психолого-педагогический университет»,"ФГБОУ ВО МГППУ, ФГБОУ ВО «Московский государственный психолого-педагогический университет»",2017,68.66,207.41,1.69,3398.13,147.85,65.0,5.05,69.34,96.3144,23.3352,699.7788,69461.2,1138035.2,37442,76.88,252,3369.24,3988.05
2286,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,2183,Государственное автономное образовательное учреждение высшего образования города Москвы «Московский городской педагогический университет»,ГАОУ ВО МГПУ,2017,73.6,741.14,4.12,3785.79,188.04,75.0,5.39,78.34,88.69200000000001,45.20179999999999,3487.7740000000003,662951.3,3386385.3,156688,80.24,778,10331.84,8441.25
2291,Центральный федеральный округ,ЦФО,37,Ивановская область,24000000000,2198,Федеральное государственное бюджетное образовательное учреждение высшего образования «Ивановский государственный политехнический университет»,"ИВГПУ, ФГБОУ ВО «ИВГПУ»",2017,53.95,224.38,3.68,1576.15,183.35,,4.41,53.99,10.1655,63.001000000000005,788.5667,55421.3,389308.3,66645,81.97,251,51236.63,2174.75
2293,Южный федеральный округ,ЮФО,82,Республика Крым,35000000000,5516,Государственное бюджетное образовательное учреждение высшего образования Республики Крым «Крымский инженерно - педагогический университет имени Февзи Якубова»,ГБОУВО РК КИПУ имени Февзи Якубова,2017,56.77,0.0,0.64,1344.43,183.64,75.0,3.37,56.96,1.914,7.656000000000001,751.9989999999999,0.0,408034.5,20645,66.99,290,0.0,3128.05
2296,Южный федеральный округ,ЮФО,82,Республика Крым,35000000000,5517,"Государственное бюджетное образовательное учреждение высшего образования Республики Крым «Крымский университет культуры, искусств и туризма»","Крымский университет культуры, искусств и туризма",2017,67.23,0.0,2.97,1335.54,182.15,70.0,48.53,61.76,0.0,2.232,111.8232,0.0,166608.8,6338,33.18,93,0.0,730.9
2298,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,5572,Автономная некоммерческая организация высшего профессионального образования «Профессиональный институт управления»,АНО ВПО «ПИУ»,2013,0.0,223.9,8.31,2174.04,0.0,100.0,7.29,0.0,0.0,0.0,0.0,71985.0,698956.944,8720,100.0,288,64483.2,847.2
2299,Северо-западный федеральный округ,СЗФО,78,г. Санкт-Петербург,40000000000,5625,Автономная некоммерческая организация высшего профессионального образования «Северо-Западный открытый технический университет»,АНО ВПО «СЗТУ»,2013,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9495.174,448,0.0,0,0.0,44.7
2304,Северо-западный федеральный округ,СЗФО,78,г. Санкт-Петербург,40000000000,100256,Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный экономический университет»,"СПбГЭУ, ФГБОУ ВО «СПбГЭУ»",2017,71.57,55.09,8.22,3455.31,194.22,75.0,4.53,81.86,137.016,115.21800000000002,1193.0079999999998,39302.7,2465190.2,123498,84.86,865,47652.850000000006,10229.55
2307,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,100345,Федеральное государственное бюджетное научное учреждение «Исследовательский центр частного права имени С.С. Алексеева при Президенте Российской Федерации»,"Исследовательский центр частного права, ИЦЧП",2017,0.0,761.39,0.0,2528.89,222.92,,14.36,0.0,5.818,0.0,5.818,39782.8,132134.3,1325,74.76,4,0.0,102.0
2310,Центральный федеральный округ,ЦФО,48,Липецкая область,42000000000,110136,Муниципальное образовательное учреждение высшего профессионального образования «Институт права и экономики»,МОУ ВПО ИПЭ,2016,66.7,93.95,1.37,1837.58,182.22,60.0,3.83,0.0,3.3480000000000003,3.3480000000000003,222.138,3030.0,59262.0,13297,89.38,36,3382.2000000000003,226.2
2311,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,110140,Автономная некоммерческая организация высшего профессионального образования Академический Международный Институт,АМИ,2013,70.3,125.86,4.78,1916.34,13.39,98.559,1.82,0.0,9.7382,2.6564,104.487,8243.7,125523.888,10512,88.52,58,0.0,771.6
2316,Центральный федеральный округ,ЦФО,77,г. Москва,45000000000,110145,Государственное бюджетное образовательное учреждение высшего образования Московской области «Академия социального управления»,АСОУ,2017,69.03,1415.65,3.96,12869.93,219.84,80.0,4.67,72.17,0.9918,4.466,441.0784,165489.0,1504494.7,11043,53.61,58,744.14,707.5
2317,Сибирский федеральный округ,СФО,22,Алтайский край,1000000000,110152,Автономная некоммерческая организация высшего профессионального образования «Алтайский институт финансового управления»,АлтИФУ,2013,61.0,71.43,2.09,1213.97,18.98,85.714,1.52,0.0,1.4605,1.4605,61.33410000000001,1125.0,19120.020000000004,2540,46.67,23,0.0,133.8
2318,Приволжский федеральный округ,ПФО,16,Республика Татарстан (Татарстан),92000000000,110153,Государственное автономное образовательное учреждение высшего образования «Альметьевский государственный институт муниципальной службы»,ГАОУ ВО «Альметьевский государственный институт муниципальной службы»,2016,0.0,0.0,0.83,3895.57,97.43,75.0,2.32,0.0,0.0,2.2759,1.5169,0.0,56485.7,7312,25.0,11,0.0,119.8
2323,Приволжский федеральный округ,ПФО,16,Республика Татарстан (Татарстан),92000000000,110154,Государственное бюджетное образовательное учреждение высшего образования «Альметьевский государственный нефтяной институт»,ГБОУ ВО АГНИ,2017,60.43,222.93,6.09,1849.72,137.57,85.0,3.55,61.05,8.9238,19.6407,262.4598,34710.9,288001.9,17872,60.68,139,16415.899999999998,1560.55
2328,Южный федеральный округ,ЮФО,30,Астраханская область,12000000000,110155,Государственное автономное образовательное учреждение Астраханской области высшего образования «Астраханский государственный архитектурно-строительный университет»,ГАОУ АО ВО «АГАСУ»,2017,58.2,193.57,3.22,3095.41,148.54,70.0,3.74,59.48,1.2852,5.777100000000001,181.7424,18989.2,303660.1,33714,47.95,63,1718.64,885.5
2333,Приволжский федеральный округ,ПФО,2,Республика Башкортостан,80000000000,110160,Государственное бюджетное образовательное учреждение высшего образования «Башкирская академия государственной службы и управления при Главе Республики Башкортостан»,"ГБОУ ВО «БАГСУ», ГБОУ ВО «Башкирская академия государственной службы и управления при Главе Республики Башкортостан»",2017,0.0,87.52,0.18,2661.25,191.55,75.0,2.83,0.0,0.0,2.5340000000000003,287.343,4839.7,147167.2,5837,94.19,70,6126.4,566.65
2338,Центральный федеральный округ,ЦФО,31,Белгородская область,14000000000,110161,Государственное бюджетное образовательное учреждение высшего образования «Белгородский государственный институт искусств и культуры»,Белгородский государственный институт искусств и культуры (БГИИК),2017,68.95,215.01,8.33,2063.71,183.69,75.0,59.69,68.35,1.0972,13.082,937.7684,34622.8,399328.6,24900,54.99,211,5851.03,1065.1
